2025-05-02 19:16:00.942 +02:00 [INF] Starting the search for vehicles.
2025-05-02 19:16:01.019 +02:00 [DBG] All local IPv4 adapters:
2025-05-02 19:16:01.019 +02:00 [DBG] 10.73.39.5
2025-05-02 19:16:01.019 +02:00 [DBG] 192.168.1.97
2025-05-02 19:16:01.019 +02:00 [DBG] 127.0.0.2
2025-05-02 19:16:01.029 +02:00 [INF] Binding to local endpoint : 127.0.0.2:13400.
2025-05-02 19:16:01.029 +02:00 [INF] Binding to local endpoint : 10.73.39.5:13400.
2025-05-02 19:16:01.029 +02:00 [INF] Binding to local endpoint : 192.168.1.97:13400.
2025-05-02 19:16:01.031 +02:00 [INF] Send vehicle identification request from 127.0.0.2:13400.
2025-05-02 19:16:01.031 +02:00 [INF] Send vehicle identification request from 10.73.39.5:13400.
2025-05-02 19:16:01.031 +02:00 [INF] Send vehicle identification request from 192.168.1.97:13400.
2025-05-02 19:16:01.032 +02:00 [INF] Send request from: 192.168.1.97:13400 to: 255.255.255.255:13400.
2025-05-02 19:16:01.032 +02:00 [INF] Send request from: 10.73.39.5:13400 to: 255.255.255.255:13400.
2025-05-02 19:16:01.032 +02:00 [INF] Send request from: 127.0.0.2:13400 to: 255.255.255.255:13400.
2025-05-02 19:16:01.034 +02:00 [DBG] Received message is too short.
2025-05-02 19:16:01.034 +02:00 [DBG] Received message is too short.
2025-05-02 19:16:02.200 +02:00 [INF] Stopping the search for vehicles.
2025-05-02 19:16:03.433 +02:00 [INF] [COM] DoIPBusConnection instanceId:1, threadId:17
2025-05-02 19:16:03.435 +02:00 [INF] Creating BusManager
2025-05-02 19:16:03.436 +02:00 [INF] Creating DoX
2025-05-02 19:16:03.466 +02:00 [INF] [COM] Open called. Assembly version:4.30.0.0, instanceId:1, threadId:17
2025-05-02 19:16:03.470 +02:00 [INF] [COM] DoOpen instanceId:1, threadId:17
2025-05-02 19:16:03.540 +02:00 [INF] [COM] Using Loopback adapter: Software Loopback Interface 1 with address: 127.0.0.2
2025-05-02 19:16:03.540 +02:00 [INF] [COM] Using Unknown adapter: _Common_iconnect.umbrella.profile - iaccess.global.volvocars.biz with address: 10.73.39.5
2025-05-02 19:16:03.540 +02:00 [INF] [COM] Using Wifi adapter: Intel(R) Wi-Fi 6 AX201 160MHz with address: 192.168.1.97
2025-05-02 19:16:03.542 +02:00 [INF] [COM] Send VehicleIdentificationRequest from: 127.0.0.2:62536 to: 127.0.0.1:13400
2025-05-02 19:16:03.646 +02:00 [INF] [COM] Send VehicleIdentificationRequest from: 127.0.0.2:62536 to: 255.255.255.255:13400
2025-05-02 19:16:03.647 +02:00 [INF] [COM] Send VehicleIdentificationRequest from: 192.168.1.97:62538 to: 255.255.255.255:13400
2025-05-02 19:16:03.647 +02:00 [INF] [COM] Send VehicleIdentificationRequest from: 10.73.39.5:62537 to: 255.255.255.255:13400
2025-05-02 19:16:03.850 +02:00 [INF] [COM] Received VehicleIdentificationResponse from: 127.0.0.1:13400 to: 127.0.0.2:13400
2025-05-02 19:16:03.853 +02:00 [INF] [COM] Set vehicle VIN: EcuSim           
2025-05-02 19:16:03.855 +02:00 [INF] [COM] Set vehicle EID: [50, 61, 72, 62, 6C, 60]
2025-05-02 19:16:03.855 +02:00 [INF] [COM] Reconnected to IP: 127.0.0.1
2025-05-02 19:16:03.855 +02:00 [INF] [COM] Further Action Code: 0x00
2025-05-02 19:16:03.856 +02:00 [INF] [COM] Gateway address: 0x1001
2025-05-02 19:16:03.859 +02:00 [INF] [COM] Connection type: P2P
2025-05-02 19:16:03.860 +02:00 [INF] [COM] Initializing socket for DoIpTcpStream
2025-05-02 19:16:03.861 +02:00 [INF] [COM] Tcp log: TCP_NODELAY
2025-05-02 19:16:03.861 +02:00 [INF] [COM] Tcp log: TCP_QUICKACK
2025-05-02 19:16:03.862 +02:00 [INF] [COM] Tcp log: Binding socket to specified NIC address 127.0.0.2
2025-05-02 19:16:03.862 +02:00 [INF] [COM] Connecting to remote endpoint: 127.0.0.1:13400
2025-05-02 19:16:03.863 +02:00 [INF] [COM] Creating NetworkStream for socket
2025-05-02 19:16:03.864 +02:00 [INF] [COM] Send RoutingActivationRequest
2025-05-02 19:16:04.192 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B110E8062F18601
2025-05-02 19:16:04.192 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B120E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B130E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B220E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B410E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B420E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B510E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B610E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B620E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B740E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B750E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B910E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081B920E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081BB30E8062F18601
2025-05-02 19:16:04.193 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081BB40E8062F18601
2025-05-02 19:16:04.194 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081C010E8062F18601
2025-05-02 19:16:04.194 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D010E8062F18601
2025-05-02 19:16:04.194 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D040E8062F18601
2025-05-02 19:16:04.194 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D050E8062F18601
2025-05-02 19:16:04.194 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D060E8062F18601
2025-05-02 19:16:04.194 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D070E8062F18601
2025-05-02 19:16:04.194 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D080E8062F18601
2025-05-02 19:16:04.194 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D0B0E8062F18601
2025-05-02 19:16:04.194 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D0D0E8062F18601
2025-05-02 19:16:04.194 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D0E0E8062F18601
2025-05-02 19:16:04.194 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D100E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D120E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D130E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D150E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D160E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D190E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D1A0E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D1B0E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D200E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D210E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D220E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D230E8062F18601
2025-05-02 19:16:04.195 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D240E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D2C0E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D310E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D320E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D350E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D360E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D370E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D380E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D3A0E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D3B0E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D3D0E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D4A0E8062F18601
2025-05-02 19:16:04.196 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D4B0E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D4E0E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D510E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D550E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D570E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D580E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D5B0E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D5C0E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D620E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D630E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D650E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D660E8062F18601
2025-05-02 19:16:04.197 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D670E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D680E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D730E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D740E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D750E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D760E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D7C0E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D7D0E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D7E0E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D7F0E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D810E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D820E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D850E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D860E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D870E8062F18601
2025-05-02 19:16:04.198 +02:00 [DBG] [COM] DoIPResponse: 02FD8001000000081D880E8062F18601
2025-05-02 19:16:06.059 +02:00 [DBG] [COM] DoIPRequest: 02FD8001000000060E801FFF3E80
2025-05-02 19:16:06.060 +02:00 [DBG] [COM] DoIPResponse: 02FD8002000000051FFF0E8000
2025-05-02 19:16:07.282 +02:00 [INF] DAL Configuration: {
  "SoftwareService": {
    "BaseUrl": "https://oss.oe-staging.volvocars.biz/",
    "DatastoreEndpoint": "api/v2/softwares/Order/{0}/datastore",
    "XRoute": "",
    "XVersion": "",
    "LargeFileStorage": "",
    "PieClientId": "",
    "DeviceId": ""
  },
  "IndependentTranslationService": {
    "BaseUrl": "https://its.oe-staging.volvocars.biz/",
    "XRoute": "Default",
    "XVersion": "Default"
  },
  "LocalFileStorage": "./dataStore",
  "Consumer": "OSB",
  "Brand": "VCC",
  "defaultProductType": "40",
  "defaultStructureWeek": 201505,
  "Purpose": "NO_HW",
  "Siig": {
    "BaseUrl": "https://siig.oe-staging.volvocars.biz/",
    "Encrypted": false,
    "EncryptionKeyLocation": null
  },
  "Vos": {
    "BaseUrl": "https://vos.oe-staging.volvocars.biz/",
    "VehicleReadoutEndpoint": "api/v1/VehicleObjects/VehicleReadout"
  },
  "UseCase": {
    "Siig": "TO_Readout",
    "Security": null
  },
  "UserId": "user",
  "VtsToken": "eyJraWQiOiJOZUl6c0UyMWQ1bjFfclBPbTh5WS10Tm8yQzBDY0ZtVzRWZ0d3aEtnTWwwIiwidHlwIjoiSldUIiwiYWxnIjoiUlMyNTYifQ.eyJ0b2tlbl90eXBlIjoiQmVhcmVyIiwiYXVkIjoiV29ya3Nob3BNYW5hZ2VtZW50RXh0VlRTIiwic3ViIjoicF9zd3V0dG90ZXN0ZXIiLCJncm91cHMiOltdLCJ2dGkiOiI0MWY5YjliYy0xNmI4LTQ1MmQtOTcxOS1iNjU5ZmRjYjZjY2IiLCJpc3MiOiJ2b2x2b2NhcnMiLCJleHAiOjE3NzU4OTMxNTksImlhdCI6MTc0NDM1NzE1OX0.GWROzsBz3hErtsYbgxhhycSPsL4mnnMYe36jWuZ-c0MQvz0hoBeP8xVjQNvKMS62dZFQjwNl01e-o6wieDz6xeBhwwHwdZ-cv9GY1PQHpJ09zBffZpvC2RBPUARBlyOplhBeFPBJBrmkA0fvl4gxCSwwTdq5uEGQuQ5HyHRJfAxNoj7KbqcOfxudzAg5a8KryV0Mj7sDb37PDHuod8sGvDEE75QDFGaK5uWn3CI1CTI1zwweiyihjOdJhDdtz7iC57L-a65kc-CSxrr08Par3vFSStxa8g7TrSXnpRS3ZZosXpqEYJk2vst9NY_OAkFDWWL0jU7CX1bZeHQ4IMVjr_0XsydMenbiApY4V42ZCevGpqc_JYZoq8nhsxDrmJqWWqeWYqbRwuTxiMu5-z7nQ_Vg9o7c-87bs94A_IYw_nEFOhxU337UnSBjlzSK1P-0_8RFfZsOuFjYTYyxeBWwtafXTwq1qIJFWlrvRFEhXbH1MegY4IELPkZk02KcaJmiAFrm8qMKXmqcHRwDv0pmk0IBGLbI6LgetSxVMB8qW-D8qqmoUM-5AvAl4NYA-CcCPsHvXGVs0NDcGxIAUPlBtoKDeEaACwsmj4T98OBGgnj9Qxo1KiCpTShZvnZPALG15nmsKXTRZeqe99-yiH33Iz411t3cqZlQOOMScsbFXqI",
  "LocalServerConfiguration": {
    "ImageLocation": "weuvcsbexternalacr.azurecr.io/siig-offline:latest",
    "ContainerName": "local-server-download-agent-library",
    "ServerMonitoringUpdateTimerMs": "2000",
    "ExposedPorts": "8090:8090,80:80"
  },
  "DownloadInstructionConfig": {
    "DownloadCredentials": [
      {
        "Authorization": "",
        "AuthorizationKey": null,
        "Domain": "ara-artifactory.volvocars.biz"
      }
    ],
    "LegacyCdnLocation": "http://swdl.volvocars.biz/eswdl/"
  },
  "Diagnostics": {
    "UdsTimings": null,
    "UdsOptions": {
      "UdsTimings": {
        "P6Client": 3000,
        "P6EnhancedClient": 5000,
        "P3ClientFunc": 1000,
        "P3ClientFuncTesterPresent": 100,
        "P3ClientPhys": 1000,
        "P4Client": 600000
      },
      "UdsTesterPresentTargetAddress": 0,
      "UdsTesterPresentEnabled": true
    }
  }
}
2025-05-02 19:16:07.519 +02:00 [DBG] http request message: Method: POST, RequestUri: 'https://vos.oe-staging.volvocars.biz/api/v1/VehicleObjects/VehicleReadout', Version: 1.1, Content: System.Net.Http.StringContent, Headers:
{
  Content-Type: application/json; charset=utf-8
}
2025-05-02 19:16:07.714 +02:00 [INF] Creating SiiG order.
2025-05-02 19:16:07.748 +02:00 [INF] SiiG order created.
2025-05-02 19:16:07.810 +02:00 [INF] Sending an instruction request to SiiG, softwareServiceOrderId: 84875c24-b1b1-4002-b52b-94da5cfd1331, vin: 
2025-05-02 19:16:07.838 +02:00 [INF] URL - https://siig.oe-staging.volvocars.biz/api/v2/sii/unprotected
2025-05-02 19:16:08.476 +02:00 [INF] Instruction retrieved from SiiG.
